story,countrylist,startdate,articles
39277,Australia,11/25/2006,2
41745,United States,6/25/2007,2
45616,France,8/13/2008,3
41744,Canada|Unknown,6/25/2007,2
41747,United States,6/25/2007,2
45322,United States,7/9/2008,5
41746,Unknown,6/21/2007,2
7096,United States,1/12/1999,5
7097,United States,1/11/1999,3
39271,United States,11/23/2006,3
40296,United States|Unknown,2/18/2007,3
48908,Canada,10/21/2009,2
7095,United States|Unknown,1/12/1999,5
5128,United States,5/17/1998,2
5129,United States|New Zealand,5/18/1998,4
5124,United Kingdom,5/18/1998,3
5125,Canada,5/18/1998,2
5126,Unknown,5/11/1998,2
45324,Unknown,7/14/2008,2
5120,Ireland|Malaysia,5/13/1998,9
5121,Canada|United States,5/17/1998,3
5122,Unknown,5/18/1998,2
5123,Unknown,5/11/1998,2
40292,United States,2/23/2007,6
40293,United States|Unknown,2/24/2007,2
7233,United States,1/21/1999,2
14220,United States,5/21/2000,3
14221,Australia,5/28/2000,2
14222,New Zealand,5/28/2000,2
14223,United States,5/28/2000,2
14224,United States,5/28/2000,2
14225,United States,5/28/2000,2
14226,United States,5/28/2000,2
14227,United States,5/21/2000,4
14228,Unknown,5/28/2000,2
14229,Norway,5/28/2000,2
7231,United States|England,1/16/1999,3
33368,Canada,5/6/2005,2
33369,Unknown,5/9/2005,2
44171,United States|Unknown,2/24/2008,2
44170,United Kingdom,2/24/2008,2
44173,United States|Unknown|New Zealand,2/23/2008,3
44172,United States|Unknown|Azerbaijan,2/23/2008,3
36628,Australia,3/15/2006,4
36629,United States,3/17/2006,3
44177,United States,2/25/2008,5
44176,Malaysia|Singapore,2/24/2008,2
36624,New Zealand,3/17/2006,2
36625,New Zealand,3/17/2006,2
36626,Canada,3/17/2006,2
36627,Australia,3/17/2006,3
36620,United States,3/16/2006,2
36621,United States,3/16/2006,2
36622,United States,3/16/2006,2
36623,Unknown,3/15/2006,3
55592,Canada,8/15/2011,8
41613,Norway,6/14/2007,2
41612,Unknown,6/11/2007,2
41611,United States|Unknown,6/13/2007,2
41610,United Kingdom|United States,6/13/2007,2
41617,United States|United Kingdom,6/14/2007,2
41616,Canada,6/14/2007,2
41615,Canada|Unknown,6/14/2007,2
41614,United States|Unknown,6/14/2007,2
41619,Malaysia|Unknown,6/14/2007,2
41618,United States,6/11/2007,2
55671,Canada,9/9/2011,3
42500,United States,9/2/2007,3
42501,United States,9/5/2007,2
42507,United States,9/10/2007,9
47619,New Zealand,5/8/2009,2
47618,Unknown,5/7/2009,3
47611,United States,5/7/2009,2
47610,Unknown,5/7/2009,2
47613,United States|Unknown,5/7/2009,4
47612,United States|Unknown,5/7/2009,2
47615,United States,5/6/2009,2
47614,United States,5/6/2009,2
47617,United States,4/30/2009,7
47616,United States|South Africa,5/7/2009,2
15573,United States,10/1/2000,2
15572,United States,10/1/2000,2
15571,United States,10/1/2000,2
15570,United States,10/1/2000,2
15577,Unknown|Australia,10/1/2000,2
15576,United States|Unknown,10/1/2000,2
15575,United States,10/1/2000,2
15574,United States|Unknown,10/1/2000,4
8277,United States|Unknown,4/7/1999,3
8101,United States,3/25/1999,4
15579,United States|United Kingdom|Canada,9/28/2000,4
15578,Unknown,10/1/2000,2
8273,United States,3/31/1999,15
42508,United States|Unknown,9/9/2007,2
8271,Malaysia,4/6/1999,2
8100,Canada|United States,3/25/1999,5
42509,United States,9/10/2007,2
47713,United States|Unknown,5/21/2009,3
6234,Unknown,11/5/1998,2
47756,Canada|Netherlands|South Africa,5/19/2009,4
44823,United Kingdom,5/9/2008,2
44822,China,5/12/2008,2
44821,Unknown,4/28/2008,3
44820,United Kingdom|Singapore|Unknown|France|United States|Malaysia,5/9/2008,12
44827,United Kingdom|Unknown,5/12/2008,2
44826,Netherlands|South Africa,5/11/2008,2
44825,United States,5/8/2008,2
44824,United Kingdom|Unknown|Australia|United States|England,5/11/2008,5
7584,United States,2/14/1999,2
7585,United States,2/14/1999,3
44829,Australia|Unknown|India|France|United States|Ireland|Thailand|Japan,4/16/2008,29
44828,United Kingdom|Unknown,5/12/2008,3
7580,Unknown|Australia,2/7/1999,3
7581,Canada,2/6/1999,5
7582,United States,2/13/1999,2
7583,United Kingdom,2/13/1999,3
47757,United States,5/23/2009,2
6232,United States|Australia,10/27/1998,7
6950,United States,1/5/1999,2
47758,United States,5/18/2009,3
6636,United States|Unknown,11/25/1998,7
6951,United States,1/5/1999,2
53680,United Kingdom,2/18/2011,2
6952,United States|Unknown,1/2/1999,2
6953,United States|Unknown,1/5/1999,2
54219,United States,4/14/2011,2
56509,Netherlands|South Africa,11/27/2011,2
6955,United States,1/5/1999,2
47759,Netherlands|South Africa,5/26/2009,2
6956,United States,1/4/1999,2
6957,United States,1/1/1999,2
56503,India,11/25/2011,2
56502,Australia,11/26/2011,2
56501,Canada,11/26/2011,2
56500,Unknown,11/26/2011,2
56507,United States|Unknown,11/27/2011,2
56506,Canada,11/26/2011,2
16172,United States|Unknown,11/19/2000,2
16173,United States,11/20/2000,2
19302,Unknown,8/31/2001,2
19303,United States,8/30/2001,2
19304,United States,8/31/2001,2
19305,United States|Unknown,8/31/2001,2
19306,United States,8/31/2001,2
16175,United States,11/21/2000,2
19308,United States|Canada|Australia,8/30/2001,8
19309,United States,8/31/2001,3
16178,United States,11/21/2000,2
16179,United States,11/21/2000,2
5911,United States|New Zealand|Australia,9/1/1998,4
5910,United States,9/8/1998,2
5913,Unknown,9/9/1998,2
5912,United States,9/9/1998,2
16891,United States,1/21/2001,2
17229,United States,2/20/2001,2
17228,Canada,2/20/2001,2
19846,United Kingdom,11/10/2001,2
17225,United Kingdom|Unknown|New Zealand|France,2/19/2001,5
17224,China,2/20/2001,2
17227,United Kingdom|United States|England,2/20/2001,4
17226,United States,2/20/2001,2
17221,Canada|Unknown,2/20/2001,5
17220,Canada,2/20/2001,4
17223,New Zealand,2/20/2001,2
17222,United States,2/20/2001,3
16892,United States,1/21/2001,2
9774,United States|Unknown|Norway,7/22/1999,9
19843,United States,11/9/2001,2
16894,Unknown,1/22/2001,2
11689,United States,12/20/1999,2
11688,United States,12/20/1999,2
11685,Unknown,12/20/1999,2
11684,New Zealand,12/20/1999,2
11687,United States|Unknown,12/17/1999,2
11686,United Kingdom,12/20/1999,3
11681,Malaysia,12/20/1999,2
11680,United States,12/20/1999,2
11683,Canada,12/20/1999,2
11682,United States,12/19/1999,2
9772,United States,7/30/1999,2
48829,United States|Unknown,10/9/2009,2
54218,United States|Unknown,4/14/2011,2
27909,United States|Unknown,1/1/2004,2
27908,United Kingdom|Unknown,1/1/2004,3
27907,United States,1/1/2004,3
27906,United Kingdom|United States,12/31/2003,4
27905,United States,1/1/2004,2
27904,United States|Unknown,1/1/2004,2
27903,United States,12/31/2003,2
27902,Australia,12/31/2003,2
27901,United States,12/31/2003,2
27900,Canada,12/31/2003,4
6175,Unknown,10/20/1998,2
37366,United States,5/26/2006,2
48828,United States,10/8/2009,3
7264,United States,1/21/1999,2
37367,United States,5/26/2006,2
16796,Unknown,1/13/2001,2
16797,United Kingdom,1/13/2001,2
16794,United States|United Kingdom,1/13/2001,2
16795,Canada,1/11/2001,3
16792,Canada,1/13/2001,2
16793,Ireland,1/13/2001,3
16790,United States,1/13/2001,4
16791,Canada|United Kingdom|Australia,1/3/2001,7
16798,Canada|United States|Unknown,1/13/2001,2
16799,United States,1/7/2001,5
12086,Canada|United Kingdom|Australia|England|Libya|Unknown|India|France|United States|Ireland,11/12/1999,128
12087,United States,1/3/2000,2
12084,United States,1/3/2000,2
12085,Unknown|New Zealand,1/2/2000,5
12082,United States,1/2/2000,2
12083,United States,1/2/2000,2
12080,United States|Unknown,1/2/2000,2
12081,United States,1/2/2000,2
42731,Canada,10/5/2007,2
42730,New Zealand,10/6/2007,3
42733,United Kingdom,10/9/2007,2
42732,United States,10/9/2007,2
42735,United States|Unknown,10/3/2007,3
37368,United States|Unknown,5/26/2006,3
12088,Malaysia|Singapore,1/3/2000,2
12089,United States,1/3/2000,2
45709,United States,8/29/2008,2
45708,Unknown|New Zealand|Australia|France,8/5/2008,11
20489,United States,1/12/2002,5
20488,Canada,1/12/2002,2
20483,United Kingdom|New Zealand,1/12/2002,2
20482,United States,1/12/2002,2
20481,Unknown,1/12/2002,3
20480,Canada|United States,1/11/2002,7
20487,United States|Unknown,1/12/2002,3
20486,United States|Unknown,1/11/2002,2
20485,United Kingdom|Unknown,1/11/2002,4
20484,United States|Unknown,1/11/2002,2
10798,Australia,10/25/1999,2
10799,United States|Unknown,10/21/1999,5
10794,United States,10/27/1999,7
10795,France,10/27/1999,2
10796,United States,10/26/1999,3
10797,United States,10/24/1999,4
10790,United Kingdom,10/26/1999,2
10791,United States,10/26/1999,2
10792,Unknown,10/26/1999,2
10793,United States|Unknown|Australia|Norway,10/13/1999,27
21686,United States,5/3/2002,2
21687,United Kingdom,5/3/2002,2
21684,United States,5/2/2002,2
21685,Unknown,4/29/2002,3
21682,United States,5/2/2002,2
21683,United States,5/2/2002,2
21680,United States,5/2/2002,2
21681,United States,5/2/2002,2
34777,Canada|Unknown,9/28/2005,2
21688,United States|Unknown,5/3/2002,2
21689,United States,5/3/2002,2
54819,Unknown,6/7/2011,3
54818,United States|Unknown,6/9/2011,3
12338,United States,1/9/2000,2
12339,United States,1/9/2000,2
53343,United States,1/21/2011,2
12334,United States,1/7/2000,2
12335,United States,1/8/2000,2
12336,United States,1/7/2000,2
12337,United States,1/9/2000,2
12330,Canada,1/8/2000,2
12331,Canada,1/8/2000,2
12332,United States,1/8/2000,2
12333,United States,1/8/2000,2
58117,United States,4/27/2012,2
29088,United States|Unknown|Australia,4/4/2004,4
29089,Unknown,4/8/2004,2
10248,United States|Unknown|Libya,8/31/1999,2
10249,United Kingdom|Unknown,9/2/1999,4
29080,United States|Unknown,4/4/2004,4
29081,United States,4/8/2004,2
29082,United States|Unknown,4/8/2004,6
29083,Unknown,4/9/2004,2
29084,United States|Unknown,4/9/2004,3
29085,United States|Unknown,3/26/2004,17
10244,United States,9/2/1999,2
10245,United States,9/3/1999,2
21538,Canada,4/18/2002,2
21539,Singapore,4/18/2002,2
21534,United States|England,4/17/2002,2
21535,United States,4/17/2002,2
21536,Australia,4/17/2002,2
21537,United States|Unknown,4/17/2002,2
21530,United States,4/17/2002,3
21531,United States|Unknown,4/13/2002,4
21532,United States|England,4/17/2002,3
21533,United States,4/17/2002,2
48823,United Kingdom|Unknown,10/9/2009,2
816,Canada|Unknown,10/25/1992,2
42779,New Zealand,10/13/2007,2
24331,United States|Unknown,1/22/2003,2
24330,United States,1/22/2003,2
24333,Australia,1/22/2003,2
24332,New Zealand,1/22/2003,2
24335,United States|Unknown|New Zealand|Canada,1/17/2003,19
24334,United Kingdom|Unknown|New Zealand|United States,1/14/2003,13
24337,United States,1/18/2003,2
2948,United States,2/27/1997,2
2947,United States,2/27/1997,2
24338,United States,1/23/2003,2
2945,United States|Australia,2/23/1997,4
2944,United Kingdom|New Zealand,2/14/1997,4
2943,United States|Unknown,2/24/1997,2
2942,Australia,2/25/1997,2
2941,United States,2/25/1997,2
2940,United States,2/24/1997,2
48821,Unknown,10/9/2009,2
34437,United States,8/15/2005,2
40147,United States,2/11/2007,2
51933,United States,8/4/2010,11
54007,Canada,3/23/2011,13
48820,United States|Unknown,10/8/2009,2
34436,Unknown,8/15/2005,3
54104,United States,4/1/2011,3
54107,United Kingdom|Australia|United States|India,3/23/2011,11
54106,Canada,3/26/2011,2
54101,United Kingdom,4/1/2011,2
54100,United States|Unknown,4/1/2011,2
24489,Unknown,1/24/2003,5
24488,United States,1/28/2003,2
24487,United States|Unknown,2/3/2003,2
24486,United States,2/3/2003,2
24485,United States,2/3/2003,2
24484,United States,2/3/2003,2
24483,United States,2/3/2003,2
24482,United States|Unknown,1/25/2003,5
24481,Ireland,2/3/2003,3
24480,United Kingdom,2/3/2003,2
47892,Unknown,6/10/2009,2
34479,United Kingdom,8/19/2005,2
34478,Unknown,8/19/2005,2
34477,United Kingdom|Unknown,8/15/2005,7
34476,United States|Unknown,8/18/2005,3
34475,Canada,8/18/2005,2
34474,United States,8/18/2005,2
34473,United States,8/18/2005,2
34472,United States,8/18/2005,2
34471,United States,8/18/2005,2
34470,Australia,8/18/2005,2
50488,United States|Unknown,3/24/2010,2
50489,Japan,3/26/2010,2
35708,United States,12/25/2005,2
35709,Australia,12/20/2005,3
35706,Australia,12/23/2005,3
35707,United States,12/25/2005,2
35704,United States,12/23/2005,4
35705,United States|Unknown,12/7/2005,10
35702,United States,12/24/2005,2
35703,Canada|United States,12/22/2005,4
35700,United Kingdom,12/24/2005,2
35701,United States,12/22/2005,3
23590,United States|Unknown,11/10/2002,3
23591,Canada,11/11/2002,2
23592,United States,11/11/2002,2
23593,Unknown,11/11/2002,2
23594,United States|Unknown,11/11/2002,3
23595,United States,11/11/2002,2
23596,Canada,11/12/2002,2
23597,United States|Unknown,11/4/2002,10
23598,United States,11/12/2002,2
23599,Unknown,11/12/2002,2
51930,Unknown,8/24/2010,2
27680,United States|Unknown,12/2/2003,2
27681,United States|New Zealand,12/6/2003,2
27682,United States,12/6/2003,2
27683,New Zealand|France,12/5/2003,3
27684,United States,12/6/2003,2
27685,United Kingdom,12/6/2003,2
27686,Australia,12/6/2003,2
27687,United States,12/7/2003,2
27688,United States,12/7/2003,2
27689,United States,12/7/2003,2
51571,United States|Canada,7/15/2010,4
43924,United States|Unknown,1/23/2008,2
51577,United States|Unknown,7/16/2010,3
24438,United States|Unknown,1/31/2003,3
51575,United States,7/19/2010,2
51574,United Kingdom|United States,7/12/2010,4
24439,Canada,1/31/2003,2
38199,Canada,8/9/2006,3
51937,United States,8/23/2010,2
47743,United States|Canada|Unknown,5/23/2009,2
47742,United States,5/24/2009,2
5267,United States|Unknown,6/22/1998,3
53348,United States,1/18/2011,2
47741,India,5/24/2009,2
5266,Australia,6/22/1998,2
47740,United States|Unknown,5/24/2009,2
5265,United States|Unknown,6/22/1998,2
51681,India,7/30/2010,2
51680,Australia|South Africa,7/30/2010,2
51683,India,7/30/2010,3
51682,United States,7/31/2010,2
51685,Canada,7/31/2010,2
51684,United States|Unknown,7/30/2010,2
51687,Unknown,7/31/2010,2
51686,India,7/31/2010,2
51689,China,7/30/2010,2
51688,Australia,8/1/2010,3
5262,United States,6/17/1998,4
53349,Unknown,1/21/2011,2
5261,Canada|United States,6/12/1998,4
5260,United Kingdom|France,6/15/1998,5
51935,United States|United Kingdom|Australia|Unknown,8/24/2010,7
24434,United Kingdom,1/31/2003,2
28769,United States|Unknown,3/12/2004,2
54215,United States,4/14/2011,2
763,United States,6/26/1992,2
51934,United States,8/18/2010,4
5268,United States,6/21/1998,3
52888,United Kingdom|Unknown,12/7/2010,2
52889,Canada,12/7/2010,3
52882,Australia,12/6/2010,2
52883,United States,12/7/2010,2
52880,Unknown,12/6/2010,2
52881,Australia,12/6/2010,2
52886,India,11/29/2010,7
52887,United States|Unknown|Philippines,12/1/2010,6
52884,Unknown,11/30/2010,2
52885,United States|Unknown|Israel,12/1/2010,8
32167,Canada,1/23/2005,2
32166,Canada,1/23/2005,2
32165,United States|Unknown,1/19/2005,3
32164,United States,1/23/2005,3
32163,Canada|United Kingdom|Australia|England|Unknown|United States|China|Ireland,1/14/2005,78
32162,United States,1/22/2005,2
32161,United States|Unknown,1/22/2005,2
32160,Canada|United States|Unknown,1/22/2005,3
32169,United States,1/22/2005,2
32168,United States,1/23/2005,2
45576,United States,8/5/2008,5
45577,United States,8/10/2008,2
49275,United States|Unknown,12/2/2009,2
35795,Canada,1/3/2006,5
51865,Australia,8/16/2010,3
26229,United States|Unknown,7/10/2003,2
26228,United States,7/10/2003,2
54001,United States,3/22/2011,4
8927,New Zealand,5/18/1999,5
26221,United States,7/10/2003,2
26220,United States,7/10/2003,2
26223,Ireland,7/10/2003,2
26222,United States,7/9/2003,2
26225,United States,7/10/2003,2
26224,United States,7/9/2003,2
26227,United States,7/10/2003,2
26226,United States,7/10/2003,2
21945,United States|Unknown,5/28/2002,3
21944,United States,5/28/2002,2
21947,Unknown,5/29/2002,3
21946,China,5/29/2002,2
21941,United States,5/28/2002,2
21940,United States|England,5/28/2002,3
21943,Australia,5/28/2002,2
21942,Russia,5/27/2002,3
21949,United States|Unknown,5/28/2002,3
21948,United States,5/29/2002,3
54214,Unknown,4/6/2011,5
4945,Unknown,4/8/1998,2
4944,United States,4/10/1998,2
4947,United States,4/12/1998,3
4946,United States|Unknown,4/8/1998,3
4941,Canada,4/8/1998,3
4940,Malaysia|Unknown,4/7/1998,2
4943,United States|Unknown,4/13/1998,3
4942,United States|Australia,4/12/1998,4
4949,United States|Unknown,4/13/1998,6
4948,Australia,4/12/1998,2
2118,Unknown,4/11/1996,2
2119,United States,4/12/1996,2
2110,United Kingdom,4/10/1996,2
2111,United States,4/9/1996,2
2112,Canada|United States|Unknown,4/11/1996,5
2113,United States,4/3/1996,6
2114,United States,4/11/1996,3
2115,United States,4/9/1996,3
2116,Canada|United States,4/8/1996,3
2117,United Kingdom,4/14/1996,2
14022,Australia,5/8/2000,2
14023,United States|England,5/9/2000,3
14020,United States|Unknown,5/2/2000,5
14021,United States,5/6/2000,2
14026,United States|Unknown,5/10/2000,2
14027,United States|Australia,5/8/2000,2
14024,United States,5/9/2000,2
14025,United States,5/9/2000,5
14028,United States,5/10/2000,2
14029,United States,5/10/2000,2
13708,United States,4/13/2000,2
13709,United States,4/13/2000,2
3289,United States,6/16/1997,2
3288,United States,6/18/1997,2
3287,Canada|United States,6/9/1997,4
3286,United States,6/13/1997,3
3285,United States,6/17/1997,2
3284,United States,6/16/1997,2
3283,United States|United Kingdom|Unknown,6/2/1997,10
3282,Norway,6/14/1997,2
3281,United States,6/14/1997,2
3280,United States,6/14/1997,2
14325,Unknown,6/5/2000,2
54746,United States,6/3/2011,4
43248,Unknown,11/23/2007,2
14324,Canada,5/29/2000,5
43249,Canada,11/26/2007,2
11135,United States|Unknown,11/15/1999,2
53863,United States,3/7/2011,3
43246,United States,11/20/2007,6
53861,Unknown,3/8/2011,2
14326,United States,6/5/2000,2
53867,Australia,3/8/2011,2
52598,United States|South Africa,11/5/2010,2
36428,Canada|Unknown,2/21/2006,7
36429,United Kingdom,2/25/2006,2
36426,United States,2/24/2006,2
14321,United States,6/5/2000,2
36424,United States|England,2/24/2006,2
36425,United States|Unknown,2/24/2006,2
36422,Unknown,2/24/2006,2
36423,United States,2/24/2006,2
36420,United States,2/24/2006,2
14320,United States,6/5/2000,2
14798,United States,7/16/2000,2
14799,United States,7/17/2000,2
18239,United States,5/23/2001,2
18238,United States|England,5/23/2001,2
14323,United States,6/5/2000,2
33618,United Kingdom,5/31/2005,3
33619,Unknown,5/31/2005,2
14790,United States,7/16/2000,2
14791,United States,7/16/2000,3
14792,United States,7/16/2000,2
14322,United States,6/5/2000,2
18237,Unknown,5/23/2001,2
14795,United States,7/15/2000,2
14796,United States,7/16/2000,2
14797,United Kingdom,7/16/2000,2
34864,New Zealand,10/6/2005,3
34865,United States,10/6/2005,2
34866,United States|Unknown,10/6/2005,2
34867,United States|Unknown,9/30/2005,3
34860,United States|Unknown,10/6/2005,2
13704,United States,4/13/2000,2
34862,United Kingdom|Unknown,10/6/2005,2
34863,United States,10/6/2005,2
38730,Unknown,10/5/2006,2
